year,ISO,LiNo,latitude,longitude,Brandt_index,Aeg_aed_index,Res_index,Contain_index,Larvae_index,,date,
2007,6,6,22.6089603,120.3237308,3.846153846,0,3.846153846,6.896551724,25,,2007/2/5,2007/2/11
2007,9,6,22.6089603,120.3237308,2,0,2,1.886792453,24,,2007/2/26,2007/3/4
2008,17,6,22.6089603,120.3237308,10,0.08,6,9.803921569,68,,2008/4/21,2008/4/27
2008,19,6,22.6089603,120.3237308,4,0.02,4,3.389830508,18,,2008/5/5,2008/5/11
2008,26,6,22.6089603,120.3237308,6,0,6,5.172413793,58,,2008/6/23,2008/6/29
2008,33,6,22.6089603,120.3237308,12,0.06,10,9.022556391,70,,2008/8/11,2008/8/17
2008,35,6,22.6089603,120.3237308,8.333333333,0.083333333,6.666666667,5.617977528,143.3333333,,2008/8/25,2008/8/31
2008,4,6,22.6089603,120.3237308,0,0,0,0,0,,2008/1/21,2008/1/27
2008,52,6,22.6089603,120.3237308,0,0,0,0,0,,2008/12/22,2008/12/28
2009,11,6,22.6089603,120.3237308,1.960784314,0,1.960784314,1.538461538,23.52941176,,2009/3/9,2009/3/15
2009,13,6,22.6089603,120.3237308,0,0,0,0,0,,2009/3/23,2009/3/29
2009,15,6,22.6089603,120.3237308,2,0,2,1.694915254,4,,2009/4/6,2009/4/12
2009,17,6,22.6089603,120.3237308,0,0,0,0,0,,2009/4/20,2009/4/26
2009,19,6,22.6089603,120.3237308,1.886792453,0,1.886792453,2,11.32075472,,2009/5/4,2009/5/10
2009,21,6,22.6089603,120.3237308,5.769230769,0,5.769230769,6.52173913,40.38461538,,2009/5/18,2009/5/24
2009,24,6,22.6089603,120.3237308,0,0,0,0,0,,2009/6/8,2009/6/14
2009,27,6,22.6089603,120.3237308,5.357142857,0,3.571428571,5.555555556,17.85714286,,2009/6/29,2009/7/5
2009,3,6,22.6089603,120.3237308,0,0,0,0,0,,2009/1/12,2009/1/18
2009,31,6,22.6089603,120.3237308,21.56862745,0,9.803921569,20,164.7058824,,2009/7/27,2009/8/2
2009,32,6,22.6089603,120.3237308,11.11111111,0.037037037,9.259259259,7.5,127.7777778,,2009/8/3,2009/8/9
2009,44,6,22.6089603,120.3237308,24,0,12,20.68965517,144,,2009/10/26,2009/11/1
2009,47,6,22.6089603,120.3237308,3.921568627,0,3.921568627,3.636363636,11.76470588,,2009/11/16,2009/11/22
2009,50,6,22.6089603,120.3237308,3.389830508,0.050847458,3.389830508,2.941176471,16.94915254,,2009/12/7,2009/12/13
2009,51,6,22.6089603,120.3237308,0,0.019607843,0,0,0,,2009/12/14,2009/12/20
2009,6,6,22.6089603,120.3237308,0,0,0,0,0,,2009/2/2,2009/2/8
2010,11,6,22.6089603,120.3237308,2,0,2,2.127659574,4,,2010/3/8,2010/3/14
2010,22,6,22.6089603,120.3237308,5.769230769,0,5.769230769,5.084745763,23.07692308,,2010/5/24,2010/5/30
2010,29,6,22.6089603,120.3237308,3.921568627,0,3.921568627,4.255319149,47.05882353,,2010/7/12,2010/7/18
2010,44,6,22.6089603,120.3237308,9.195402299,0,5.747126437,14.54545455,145.9770115,,2010/10/25,2010/10/31
2010,48,6,22.6089603,120.3237308,4.787234043,0,4.787234043,7.258064516,52.65957447,,2010/11/22,2010/11/28
2010,8,6,22.6089603,120.3237308,1.960784314,0,1.960784314,2.083333333,3.921568627,,2010/2/15,2010/2/21
2010,9,6,22.6089603,120.3237308,0,0,0,0,0,,2010/2/22,2010/2/28
2011,10,6,22.6089603,120.3237308,2,0,2,2.777777778,6,,2011/2/28,2011/3/6
2011,13,6,22.6089603,120.3237308,2,0,2,2.564102564,4,,2011/3/21,2011/3/27
2011,14,6,22.6089603,120.3237308,2,0,2,4.347826087,20,,2011/3/28,2011/4/3
2011,15,6,22.6089603,120.3237308,4,0,4,8.695652174,10,,2011/4/4,2011/4/10
2011,16,6,22.6089603,120.3237308,0,0,0,0,0,,2011/4/11,2011/4/17
2011,17,6,22.6089603,120.3237308,4,0.04,4,4.938271605,40,,2011/4/18,2011/4/24
2011,18,6,22.6089603,120.3237308,0,0,0,0,0,,2011/4/25,2011/5/1
2011,19,6,22.6089603,120.3237308,4,0,4,5.128205128,66,,2011/5/2,2011/5/8
2011,20,6,22.6089603,120.3237308,6,0.04,6,6.818181818,26,,2011/5/9,2011/5/15
2011,21,6,22.6089603,120.3237308,2,0.04,2,3.703703704,2,,2011/5/16,2011/5/22
2011,22,6,22.6089603,120.3237308,2,0.04,2,3.225806452,22,,2011/5/23,2011/5/29
2011,24,6,22.6089603,120.3237308,2,0,2,2.564102564,2,,2011/6/6,2011/6/12
2011,25,6,22.6089603,120.3237308,4,0.04,4,4.761904762,14,,2011/6/13,2011/6/19
2011,27,6,22.6089603,120.3237308,2,0,2,1.960784314,20,,2011/6/27,2011/7/3
2011,28,6,22.6089603,120.3237308,0,0,0,0,0,,2011/7/4,2011/7/10
2011,29,6,22.6089603,120.3237308,1.960784314,0,1.960784314,2.272727273,7.843137255,,2011/7/11,2011/7/17
2011,3,6,22.6089603,120.3237308,1,0,1,2.040816327,9,,2011/1/10,2011/1/16
2011,31,6,22.6089603,120.3237308,9.259259259,0.074074074,9.259259259,15.625,57.40740741,,2011/7/25,2011/7/31
2011,32,6,22.6089603,120.3237308,12,0.08,10,15,92,,2011/8/1,2011/8/7
2011,34,6,22.6089603,120.3237308,14,0.04,8,18.91891892,110,,2011/8/15,2011/8/21
2011,35,6,22.6089603,120.3237308,10,0.04,10,11.11111111,46,,2011/8/22,2011/8/28
2011,40,6,22.6089603,120.3237308,16.14583333,0.130208333,10.9375,18.45238095,117.1875,,2011/9/26,2011/10/2
2011,41,6,22.6089603,120.3237308,16.16161616,0,13.13131313,40,161.6161616,,2011/10/3,2011/10/9
2011,42,6,22.6089603,120.3237308,2,0.04,2,3.846153846,12,,2011/10/10,2011/10/16
2011,5,6,22.6089603,120.3237308,1.904761905,0.00952381,1.904761905,5.263157895,12.38095238,,2011/1/24,2011/1/30
2011,51,6,22.6089603,120.3237308,4.666666667,0,4,10.76923077,0,,2011/12/12,2011/12/18
2011,52,6,22.6089603,120.3237308,0,0,0,0,0,,2011/12/19,2011/12/25
2011,6,6,22.6089603,120.3237308,4,0.02,4,12.5,26,,2011/1/31,2011/2/6
2011,7,6,22.6089603,120.3237308,0,0,0,0,0,,2011/2/7,2011/2/13
2011,9,6,22.6089603,120.3237308,0,0,0,0,0,,2011/2/21,2011/2/27
2012,12,6,22.6089603,120.3237308,0,0,0,0,0,,2012/3/12,2012/3/18
2012,13,6,22.6089603,120.3237308,0,0,0,0,0,,2012/3/19,2012/3/25
2012,16,6,22.6089603,120.3237308,1,0,1,2.127659574,0,,2012/4/9,2012/4/15
2012,17,6,22.6089603,120.3237308,0,0,0,0,0,,2012/4/16,2012/4/22
2012,19,6,22.6089603,120.3237308,6,0,6,7.894736842,34,,2012/4/30,2012/5/6
2012,2,6,22.6089603,120.3237308,2,0,2,6.666666667,0,,2012/1/2,2012/1/8
2012,20,6,22.6089603,120.3237308,4,0,4,7.692307692,50,,2012/5/7,2012/5/13
2012,37,6,22.6089603,120.3237308,1300,10,100,48.14814815,6500,,2012/9/3,2012/9/9
2012,44,6,22.6089603,120.3237308,400,5,100,57.14285714,4000,,2012/10/22,2012/10/28
2012,50,6,22.6089603,120.3237308,7.692307692,0.115384615,7.692307692,6.896551724,142.3076923,,2012/12/3,2012/12/9
2012,6,6,22.6089603,120.3237308,0,0,0,0,0,,2012/1/30,2012/2/5
2012,9,6,22.6089603,120.3237308,2,0,2,5.263157895,0,,2012/2/20,2012/2/26
2005,15,7,22.6132452,120.3240912,2,0.04,2,3.703703704,8,,2005/4/4,2005/4/10
2005,18,7,22.6132452,120.3240912,1.785714286,0.017857143,1.785714286,1.886792453,23.21428571,,2005/4/25,2005/5/1
2005,21,7,22.6132452,120.3240912,5.357142857,0.089285714,3.571428571,4.838709677,75,,2005/5/16,2005/5/22
2005,24,7,22.6132452,120.3240912,7.843137255,0.098039216,3.921568627,6.060606061,78.43137255,,2005/6/6,2005/6/12
2005,27,7,22.6132452,120.3240912,7.547169811,0.056603774,7.547169811,7.01754386,192.4528302,,2005/6/27,2005/7/3
2005,30,7,22.6132452,120.3240912,6,0.02,8,5.660377358,112,,2005/7/18,2005/7/24
2005,32,7,22.6132452,120.3240912,8,0.04,8,7.692307692,130,,2005/8/1,2005/8/7
2005,50,7,22.6132452,120.3240912,2,0,2,2.380952381,18,,2005/12/5,2005/12/11
2006,12,7,22.6132452,120.3240912,3.773584906,0,3.773584906,2.597402597,28.30188679,,2006/3/13,2006/3/19
2006,16,7,22.6132452,120.3240912,11.53846154,0,5.769230769,8.823529412,86.53846154,,2006/4/10,2006/4/16
2006,19,7,22.6132452,120.3240912,7.843137255,0,7.843137255,4.494382022,70.58823529,,2006/5/1,2006/5/7
2006,2,7,22.6132452,120.3240912,1.960784314,0.019607843,1.960784314,1.960784314,41.17647059,,2006/1/2,2006/1/8
2006,24,7,22.6132452,120.3240912,18.51851852,0.092592593,14.81481481,11.76470588,172.2222222,,2006/6/5,2006/6/11
2006,32,7,22.6132452,120.3240912,14,0.18,16,12.72727273,316,,2006/7/31,2006/8/6
2006,33,7,22.6132452,120.3240912,25.92592593,0.074074074,16.04938272,14.89361702,414.8148148,,2006/8/7,2006/8/13
2006,37,7,22.6132452,120.3240912,21.30434783,0.056521739,15.65217391,15.65495208,444.3478261,,2006/9/4,2006/9/10
2006,41,7,22.6132452,120.3240912,17.30769231,0.057692308,7.692307692,18.36734694,221.1538462,,2006/10/2,2006/10/8
2006,42,7,22.6132452,120.3240912,1.886792453,0,1.886792453,1.587301587,39.62264151,,2006/10/9,2006/10/15
2006,43,7,22.6132452,120.3240912,0,0,0,0,0,,2006/10/16,2006/10/22
2006,44,7,22.6132452,120.3240912,6.896551724,0.011494253,5.747126437,4.580152672,102.2988506,,2006/10/23,2006/10/29
2006,52,7,22.6132452,120.3240912,0,0,0,0,0,,2006/12/18,2006/12/24
2007,10,7,22.6132452,120.3240912,2,0.04,2,1.923076923,124,,2007/3/5,2007/3/11
2007,13,7,22.6132452,120.3240912,0,0,0,0,0,,2007/3/26,2007/4/1
2007,15,7,22.6132452,120.3240912,1.960784314,0,1.960784314,2,3.921568627,,2007/4/9,2007/4/15
2007,18,7,22.6132452,120.3240912,0,0.018518519,0,0,0,,2007/4/30,2007/5/6
2007,21,7,22.6132452,120.3240912,2,0,2,1.369863014,34,,2007/5/21,2007/5/27
2007,22,7,22.6132452,120.3240912,4,0,4,7.407407407,66,,2007/5/28,2007/6/3
2007,29,7,22.6132452,120.3240912,10,0.02,10,8.196721311,148,,2007/7/16,2007/7/22
2007,30,7,22.6132452,120.3240912,6,0.02,6,5.555555556,104,,2007/7/23,2007/7/29
2007,34,7,22.6132452,120.3240912,0,0,0,0,0,,2007/8/20,2007/8/26
2007,36,7,22.6132452,120.3240912,3.846153846,0,3.846153846,3.50877193,15.38461538,,2007/9/3,2007/9/9
2007,39,7,22.6132452,120.3240912,6,0,6,5.084745763,26,,2007/9/24,2007/9/30
2007,4,7,22.6132452,120.3240912,0,0,0,0,0,,2007/1/22,2007/1/28
2007,41,7,22.6132452,120.3240912,14,0,6,11.47540984,162,,2007/10/8,2007/10/14
2007,42,7,22.6132452,120.3240912,0,0,0,0,0,,2007/10/15,2007/10/21
2007,52,7,22.6132452,120.3240912,4,0.06,4,4.444444444,16,,2007/12/24,2007/12/30
2007,6,7,22.6132452,120.3240912,0,0,0,0,0,,2007/2/5,2007/2/11
2007,9,7,22.6132452,120.3240912,2,0.08,2,3.846153846,14,,2007/2/26,2007/3/4
2008,10,7,22.6132452,120.3240912,2,0,2,1.639344262,34,,2008/3/3,2008/3/9
2008,13,7,22.6132452,120.3240912,6,0,4,6.976744186,42,,2008/3/24,2008/3/30
2008,17,7,22.6132452,120.3240912,8,0.1,6,8.163265306,56,,2008/4/21,2008/4/27
2008,20,7,22.6132452,120.3240912,1.960784314,0,1.960784314,1.612903226,33.33333333,,2008/5/12,2008/5/18
2008,22,7,22.6132452,120.3240912,10,0.02,8,10.41666667,92,,2008/5/26,2008/6/1
2008,26,7,22.6132452,120.3240912,9.803921569,0.078431373,7.843137255,7.936507937,84.31372549,,2008/6/23,2008/6/29
2008,4,7,22.6132452,120.3240912,2,0.02,2,2.325581395,6,,2008/1/21,2008/1/27
2008,44,7,22.6132452,120.3240912,14,0.02,6,11.11111111,106,,2008/10/27,2008/11/2
2008,49,7,22.6132452,120.3240912,2.469135802,0,2.469135802,2.857142857,9.87654321,,2008/12/1,2008/12/7
2008,52,7,22.6132452,120.3240912,0,0,0,0,0,,2008/12/22,2008/12/28
2009,11,7,22.6132452,120.3240912,4,0,2,3.703703704,8,,2009/3/9,2009/3/15
2009,12,7,22.6132452,120.3240912,0,0,0,0,0,,2009/3/16,2009/3/22
2009,15,7,22.6132452,120.3240912,1.923076923,0,1.923076923,1.724137931,5.769230769,,2009/4/6,2009/4/12
2009,17,7,22.6132452,120.3240912,0,0,0,0,0,,2009/4/20,2009/4/26
2009,19,7,22.6132452,120.3240912,1.818181818,0,1.818181818,1.351351351,72.72727273,,2009/5/4,2009/5/10
2009,21,7,22.6132452,120.3240912,1.960784314,0,1.960784314,2.222222222,19.60784314,,2009/5/18,2009/5/24
2009,24,7,22.6132452,120.3240912,1.785714286,0,1.785714286,1.5625,1.785714286,,2009/6/8,2009/6/14
2009,27,7,22.6132452,120.3240912,0,0,0,0,0,,2009/6/29,2009/7/5
2009,3,7,22.6132452,120.3240912,0,0,0,0,0,,2009/1/12,2009/1/18
2009,31,7,22.6132452,120.3240912,5.769230769,0,5.769230769,4.225352113,44.23076923,,2009/7/27,2009/8/2
2009,32,7,22.6132452,120.3240912,13.46153846,0,9.615384615,10,159.6153846,,2009/8/3,2009/8/9
2009,41,7,22.6132452,120.3240912,9.090909091,0,7.272727273,8.196721311,70.90909091,,2009/10/5,2009/10/11
2009,6,7,22.6132452,120.3240912,0,0,0,0,0,,2009/2/2,2009/2/8
2010,12,7,22.6132452,120.3240912,0,0,0,0,0,,2010/3/15,2010/3/21
2010,23,7,22.6132452,120.3240912,5.882352941,0.078431373,5.882352941,5.769230769,76.47058824,,2010/5/31,2010/6/6
2010,28,7,22.6132452,120.3240912,1.960784314,0,1.960784314,1.388888889,7.843137255,,2010/7/5,2010/7/11
2010,50,7,22.6132452,120.3240912,5.882352941,0.014705882,7.352941176,7.407407407,0,,2010/12/6,2010/12/12
2010,8,7,22.6132452,120.3240912,5.882352941,0.039215686,1.960784314,4.918032787,33.33333333,,2010/2/15,2010/2/21
2010,9,7,22.6132452,120.3240912,0,0,0,0,0,,2010/2/22,2010/2/28
2011,1,7,22.6132452,120.3240912,4.545454545,0,3.787878788,7.692307692,34.09090909,,2011/1/1,2011/1/2
2011,15,7,22.6132452,120.3240912,0,0,0,0,0,,2011/4/4,2011/4/10
2011,25,7,22.6132452,120.3240912,2,0,2,2,22,,2011/6/13,2011/6/19
2011,3,7,22.6132452,120.3240912,0,0,0,0,0,,2011/1/10,2011/1/16
2011,35,7,22.6132452,120.3240912,8,0,8,8.333333333,34,,2011/8/22,2011/8/28
2011,36,7,22.6132452,120.3240912,6.779661017,0.016949153,6.779661017,7.920792079,25.42372881,,2011/8/29,2011/9/4
2011,38,7,22.6132452,120.3240912,4,0,3.333333333,8.219178082,10,,2011/9/12,2011/9/18
2011,44,7,22.6132452,120.3240912,0,0,0,0,0,,2011/10/24,2011/10/30
2011,45,7,22.6132452,120.3240912,6.493506494,0,5.519480519,10,37.01298701,,2011/10/31,2011/11/6
2011,8,7,22.6132452,120.3240912,0,0,0,0,0,,2011/2/14,2011/2/20
2011,9,7,22.6132452,120.3240912,0,0,0,0,0,,2011/2/21,2011/2/27
2012,11,7,22.6132452,120.3240912,2,0,2,4.166666667,0,,2012/3/5,2012/3/11
2012,13,7,22.6132452,120.3240912,0,0,0,0,0,,2012/3/19,2012/3/25
2012,17,7,22.6132452,120.3240912,2,0,2,4.761904762,0,,2012/4/16,2012/4/22
2012,18,7,22.6132452,120.3240912,0,0,0,0,0,,2012/4/23,2012/4/29
2012,19,7,22.6132452,120.3240912,2,0.04,2,3.333333333,16,,2012/4/30,2012/5/6
2012,25,7,22.6132452,120.3240912,12,0.02,10,13.33333333,80,,2012/6/11,2012/6/17
2012,44,7,22.6132452,120.3240912,6.818181818,0.017045455,5.681818182,9.917355372,33.52272727,,2012/10/22,2012/10/28
2012,49,7,22.6132452,120.3240912,11.01321586,0.030837004,8.810572687,13.73626374,62.99559471,,2012/11/26,2012/12/2
2012,5,7,22.6132452,120.3240912,2,0,2,5.882352941,0,,2012/1/23,2012/1/29
2012,50,7,22.6132452,120.3240912,6.976744186,0.162790698,4.651162791,9.677419355,13.95348837,,2012/12/3,2012/12/9
2012,51,7,22.6132452,120.3240912,1.923076923,0.057692308,1.923076923,2.941176471,11.53846154,,2012/12/10,2012/12/16
2012,8,7,22.6132452,120.3240912,0,0,0,0,0,,2012/2/13,2012/2/19
2005,11,8,22.6101185,120.3197665,6,0.18,4,9.677419355,148,,2005/3/7,2005/3/13
2005,15,8,22.6101185,120.3197665,2,0,2,3.703703704,12,,2005/4/4,2005/4/10
2005,18,8,22.6101185,120.3197665,3.703703704,0.037037037,3.703703704,3.636363636,24.07407407,,2005/4/25,2005/5/1
2005,21,8,22.6101185,120.3197665,3.921568627,0.058823529,3.921568627,4.255319149,35.29411765,,2005/5/16,2005/5/22
2005,24,8,22.6101185,120.3197665,3.846153846,0.038461538,3.846153846,3.571428571,17.30769231,,2005/6/6,2005/6/12
2005,27,8,22.6101185,120.3197665,12,0.06,12,8.823529412,124,,2005/6/27,2005/7/3
2005,30,8,22.6101185,120.3197665,12,0.12,10,9.677419355,256,,2005/7/18,2005/7/24
2005,32,8,22.6101185,120.3197665,12,0.1,8,8.219178082,166,,2005/8/1,2005/8/7
2005,43,8,22.6101185,120.3197665,16,0.02,4,16,26,,2005/10/17,2005/10/23
2006,1,8,22.6101185,120.3197665,4,0,4,4.545454545,56,,2006/1/1,2006/1/1
2006,12,8,22.6101185,120.3197665,1.886792453,0,1.886792453,1.333333333,3.773584906,,2006/3/13,2006/3/19
2006,16,8,22.6101185,120.3197665,1.923076923,0.019230769,1.923076923,1.020408163,19.23076923,,2006/4/10,2006/4/16
2006,19,8,22.6101185,120.3197665,6.557377049,0,6.557377049,4.705882353,59.01639344,,2006/5/1,2006/5/7
2006,24,8,22.6101185,120.3197665,53.84615385,0.038461538,32.69230769,23.33333333,961.5384615,,2006/6/5,2006/6/11
2006,32,8,22.6101185,120.3197665,19.64285714,0.044642857,11.60714286,12.94117647,184.8214286,,2006/7/31,2006/8/6
2006,45,8,22.6101185,120.3197665,1.923076923,0.057692308,1.923076923,1.408450704,13.46153846,,2006/10/30,2006/11/5
2007,10,8,22.6101185,120.3197665,0,0,0,0,0,,2007/3/5,2007/3/11
2007,13,8,22.6101185,120.3197665,0,0,0,0,0,,2007/3/26,2007/4/1
2007,15,8,22.6101185,120.3197665,5.769230769,0,5.769230769,5.084745763,46.15384615,,2007/4/9,2007/4/15
2007,18,8,22.6101185,120.3197665,7.692307692,0,7.692307692,10.25641026,44.23076923,,2007/4/30,2007/5/6
2007,20,8,22.6101185,120.3197665,4,0,2,3.278688525,24,,2007/5/14,2007/5/20
2007,25,8,22.6101185,120.3197665,8.333333333,0.05,8.333333333,3.703703704,83.33333333,,2007/6/18,2007/6/24
2007,29,8,22.6101185,120.3197665,16,0.02,14,11.11111111,120,,2007/7/16,2007/7/22
2007,3,8,22.6101185,120.3197665,0,0,0,0,0,,2007/1/15,2007/1/21
2007,32,8,22.6101185,120.3197665,4,0.12,4,2.197802198,22,,2007/8/6,2007/8/12
2007,33,8,22.6101185,120.3197665,3.921568627,0,3.921568627,3.03030303,41.17647059,,2007/8/13,2007/8/19
2007,34,8,22.6101185,120.3197665,10,0,6,7.352941176,80,,2007/8/20,2007/8/26
2007,36,8,22.6101185,120.3197665,2,0,2,1.333333333,22,,2007/9/3,2007/9/9
2007,39,8,22.6101185,120.3197665,18,0,18,14.28571429,80,,2007/9/24,2007/9/30
2007,41,8,22.6101185,120.3197665,10,0,8,7.8125,36,,2007/10/8,2007/10/14
2007,42,8,22.6101185,120.3197665,6,0.06,6,6.382978723,60,,2007/10/15,2007/10/21
2007,52,8,22.6101185,120.3197665,2,0,2,2.325581395,26,,2007/12/24,2007/12/30
2007,6,8,22.6101185,120.3197665,0,0,0,0,0,,2007/2/5,2007/2/11
2007,9,8,22.6101185,120.3197665,5.769230769,0,5.769230769,4.109589041,61.53846154,,2007/2/26,2007/3/4
2008,11,8,22.6101185,120.3197665,2,0.08,2,1.123595506,22,,2008/3/10,2008/3/16
2008,13,8,22.6101185,120.3197665,5.769230769,0,3.846153846,4.47761194,53.84615385,,2008/3/24,2008/3/30
2008,17,8,22.6101185,120.3197665,11.76470588,0.117647059,9.803921569,7.058823529,107.8431373,,2008/4/21,2008/4/27
2008,19,8,22.6101185,120.3197665,4,0.1,4,3.333333333,22,,2008/5/5,2008/5/11
2008,27,8,22.6101185,120.3197665,13.20754717,0,9.433962264,9.85915493,160.3773585,,2008/6/30,2008/7/6
2008,4,8,22.6101185,120.3197665,4,0,4,3.225806452,72,,2008/1/21,2008/1/27
2008,43,8,22.6101185,120.3197665,15.27777778,0.111111111,8.333333333,9.016393443,125,,2008/10/20,2008/10/26
2008,44,8,22.6101185,120.3197665,0,0,0,0,0,,2008/10/27,2008/11/2
2008,49,8,22.6101185,120.3197665,12,0.04,12,13.63636364,204,,2008/12/1,2008/12/7
2008,52,8,22.6101185,120.3197665,6,0.02,4,6.818181818,44,,2008/12/22,2008/12/28
2009,11,8,22.6101185,120.3197665,0,0,0,0,0,,2009/3/9,2009/3/15
2009,13,8,22.6101185,120.3197665,2,0.02,2,1.724137931,12,,2009/3/23,2009/3/29
2009,15,8,22.6101185,120.3197665,0,0,0,0,0,,2009/4/6,2009/4/12
2009,17,8,22.6101185,120.3197665,1.886792453,0,1.886792453,1.449275362,13.20754717,,2009/4/20,2009/4/26
2009,19,8,22.6101185,120.3197665,7.692307692,0.012820513,3.846153846,6.25,84.61538462,,2009/5/4,2009/5/10
2009,21,8,22.6101185,120.3197665,3.921568627,0,3.921568627,3.448275862,7.843137255,,2009/5/18,2009/5/24
2009,24,8,22.6101185,120.3197665,3.636363636,0.018181818,3.636363636,2.739726027,7.272727273,,2009/6/8,2009/6/14
2009,27,8,22.6101185,120.3197665,3.846153846,0.019230769,3.846153846,2.857142857,119.2307692,,2009/6/29,2009/7/5
2009,3,8,22.6101185,120.3197665,0,0,0,0,0,,2009/1/12,2009/1/18
2009,31,8,22.6101185,120.3197665,5.555555556,0,5.555555556,4.545454545,29.62962963,,2009/7/27,2009/8/2
2009,41,8,22.6101185,120.3197665,15.68627451,0.137254902,5.882352941,13.79310345,82.35294118,,2009/10/5,2009/10/11
2009,44,8,22.6101185,120.3197665,15.68627451,0.117647059,3.921568627,12.5,119.6078431,,2009/10/26,2009/11/1
2009,45,8,22.6101185,120.3197665,0,0,0,0,0,,2009/11/2,2009/11/8
2009,53,8,22.6101185,120.3197665,1.886792453,0,1.886792453,1.388888889,35.8490566,,2009/12/28,2009/12/31
2009,6,8,22.6101185,120.3197665,2,0.02,2,1.639344262,6,,2009/2/2,2009/2/8
2010,11,8,22.6101185,120.3197665,0,0.019607843,0,0,0,,2010/3/8,2010/3/14
2010,23,8,22.6101185,120.3197665,7.843137255,0.117647059,5.882352941,6.349206349,54.90196078,,2010/5/31,2010/6/6
2010,26,8,22.6101185,120.3197665,9.615384615,0.076923077,7.692307692,7.246376812,78.84615385,,2010/6/21,2010/6/27
2010,28,8,22.6101185,120.3197665,1.960784314,0,1.960784314,2.380952381,43.1372549,,2010/7/5,2010/7/11
2010,3,8,22.6101185,120.3197665,7.843137255,0,5.882352941,7.01754386,25.49019608,,2010/1/11,2010/1/17
2010,32,8,22.6101185,120.3197665,17.64705882,0.058823529,9.803921569,18,431.372549,,2010/8/2,2010/8/8
2010,48,8,22.6101185,120.3197665,16.29955947,0.044052863,11.89427313,22.83950617,140.0881057,,2010/11/22,2010/11/28
2010,49,8,22.6101185,120.3197665,1.960784314,0.039215686,1.960784314,3.125,45.09803922,,2010/11/29,2010/12/5
2010,50,8,22.6101185,120.3197665,2,0.06,2,5.263157895,6,,2010/12/6,2010/12/12
2010,52,8,22.6101185,120.3197665,0,0.019230769,0,0,0,,2010/12/20,2010/12/26
2010,6,8,22.6101185,120.3197665,3.846153846,0,3.846153846,3.636363636,25,,2010/2/1,2010/2/7
2010,8,8,22.6101185,120.3197665,1.960784314,0,1.960784314,2,11.76470588,,2010/2/15,2010/2/21
2010,9,8,22.6101185,120.3197665,0,0,0,0,0,,2010/2/22,2010/2/28
2011,15,8,22.6101185,120.3197665,0,0,0,0,0,,2011/4/4,2011/4/10
2011,16,8,22.6101185,120.3197665,0,0,0,0,0,,2011/4/11,2011/4/17
2011,18,8,22.6101185,120.3197665,0,0,0,0,0,,2011/4/25,2011/5/1
2011,20,8,22.6101185,120.3197665,0,0,0,0,0,,2011/5/9,2011/5/15
2011,21,8,22.6101185,120.3197665,0,0,0,0,0,,2011/5/16,2011/5/22
2011,23,8,22.6101185,120.3197665,0,0,0,0,0,,2011/5/30,2011/6/5
2011,24,8,22.6101185,120.3197665,4,0,4,5.405405405,22,,2011/6/6,2011/6/12
2011,25,8,22.6101185,120.3197665,4,0,4,5,30,,2011/6/13,2011/6/19
2011,27,8,22.6101185,120.3197665,0,0,0,0,0,,2011/6/27,2011/7/3
2011,28,8,22.6101185,120.3197665,7.272727273,0,5.454545455,5.797101449,41.81818182,,2011/7/4,2011/7/10
2011,29,8,22.6101185,120.3197665,6,0,6,6.818181818,70,,2011/7/11,2011/7/17
2011,30,8,22.6101185,120.3197665,2,0,2,2.222222222,20,,2011/7/18,2011/7/24
2011,31,8,22.6101185,120.3197665,2,0,2,3.03030303,20,,2011/7/25,2011/7/31
2011,33,8,22.6101185,120.3197665,8,0.02,6,10.25641026,62,,2011/8/8,2011/8/14
2011,40,8,22.6101185,120.3197665,35.48387097,0.129032258,25.80645161,35.48387097,177.4193548,,2011/9/26,2011/10/2
2011,42,8,22.6101185,120.3197665,3,0,2.5,6.896551724,7.5,,2011/10/10,2011/10/16
2011,44,8,22.6101185,120.3197665,0,0,0,0,0,,2011/10/24,2011/10/30
2011,49,8,22.6101185,120.3197665,6,0.04,6,8.333333333,106,,2011/11/28,2011/12/4
2011,52,8,22.6101185,120.3197665,2,0,2,6.451612903,0,,2011/12/19,2011/12/25
2011,7,8,22.6101185,120.3197665,0,0,0,0,0,,2011/2/7,2011/2/13
2011,9,8,22.6101185,120.3197665,0,0,0,0,0,,2011/2/21,2011/2/27
2012,10,8,22.6101185,120.3197665,3,0,3,6.25,0,,2012/2/27,2012/3/4
2012,13,8,22.6101185,120.3197665,2,0,2,4.166666667,0,,2012/3/19,2012/3/25
2012,15,8,22.6101185,120.3197665,0,0,0,0,0,,2012/4/2,2012/4/8
2012,16,8,22.6101185,120.3197665,0,0,0,0,0,,2012/4/9,2012/4/15
2012,18,8,22.6101185,120.3197665,0,0,0,0,0,,2012/4/23,2012/4/29
2012,20,8,22.6101185,120.3197665,4,0,4,4.651162791,36,,2012/5/7,2012/5/13
2012,3,8,22.6101185,120.3197665,0,0,0,0,0,,2012/1/9,2012/1/15
2012,35,8,22.6101185,120.3197665,23.52941176,0.156862745,17.64705882,24.48979592,225.4901961,,2012/8/20,2012/8/26
2012,44,8,22.6101185,120.3197665,10,0.077777778,8.888888889,12,48.88888889,,2012/10/22,2012/10/28
2012,48,8,22.6101185,120.3197665,300,0,100,5.084745763,1200,,2012/11/19,2012/11/25
